time,open,high,low,close,volume
2026-05-20 11:50:00,2321.858,2322.583,2321.101,2321.308,652
2026-05-20 11:55:00,2321.308,2321.913,2319.908,2319.997,191
2026-05-20 12:00:00,2319.997,2320.707,2319.617,2320.154,185
2026-05-20 12:05:00,2320.154,2320.406,2318.828,2319.071,771
2026-05-20 12:10:00,2319.071,2319.952,2318.735,2319.657,680
2026-05-20 12:15:00,2319.657,2320.1,2318.647,2319.263,470
2026-05-20 12:20:00,2319.263,2319.437,2318.881,2319.038,790
2026-05-20 12:25:00,2319.038,2320.089,2318.994,2319.467,488
2026-05-20 12:30:00,2319.467,2319.592,2318.875,2319.161,670
2026-05-20 12:35:00,2319.161,2320.439,2318.916,2319.836,816
2026-05-20 12:40:00,2319.836,2319.978,2319.271,2319.875,628
2026-05-20 12:45:00,2319.875,2320.347,2319.425,2319.922,209
2026-05-20 12:50:00,2319.922,2320.41,2319.271,2319.866,752
2026-05-20 12:55:00,2319.866,2320.206,2319.244,2319.782,692
2026-05-20 13:00:00,2319.782,2320.161,2319.001,2319.488,667
2026-05-20 13:05:00,2319.488,2321.028,2319.445,2320.776,321
2026-05-20 13:10:00,2320.776,2321.33,2320.018,2320.678,397
2026-05-20 13:15:00,2320.678,2321.244,2319.895,2320.226,251
2026-05-20 13:20:00,2320.226,2321.025,2320.208,2320.556,331
2026-05-20 13:25:00,2320.556,2320.997,2320.109,2320.382,172
2026-05-20 13:30:00,2320.382,2320.837,2319.761,2320.204,699
2026-05-20 13:35:00,2320.204,2320.516,2319.534,2319.818,489
2026-05-20 13:40:00,2319.818,2320.165,2319.78,2319.973,586
2026-05-20 13:45:00,2319.973,2320.458,2318.766,2319.352,549
2026-05-20 13:50:00,2319.352,2319.816,2317.878,2318.325,560
2026-05-20 13:55:00,2318.325,2318.874,2317.686,2318.811,658
2026-05-20 14:00:00,2318.811,2319.934,2318.025,2319.659,876
2026-05-20 14:05:00,2319.659,2319.889,2318.898,2319.664,837
2026-05-20 14:10:00,2319.664,2320.902,2319.264,2320.302,682
2026-05-20 14:15:00,2320.302,2321.215,2319.799,2320.801,213
2026-05-20 14:20:00,2320.801,2321.627,2320.294,2321.249,446
2026-05-20 14:25:00,2321.249,2322.064,2320.197,2320.604,102
2026-05-20 14:30:00,2320.604,2320.936,2320.339,2320.586,377
2026-05-20 14:35:00,2320.586,2321.944,2320.137,2321.375,730
2026-05-20 14:40:00,2321.375,2322.501,2320.973,2322.057,737
2026-05-20 14:45:00,2322.057,2322.755,2321.787,2322.482,331
2026-05-20 14:50:00,2322.482,2323.667,2322.039,2322.896,232
2026-05-20 14:55:00,2322.896,2323.738,2322.508,2323.345,359
2026-05-20 15:00:00,2323.345,2324.145,2321.844,2322.348,159
2026-05-20 15:05:00,2322.348,2323.02,2320.93,2321.177,183
2026-05-20 15:10:00,2321.177,2321.276,2320.302,2320.525,698
2026-05-20 15:15:00,2320.525,2321.334,2320.036,2320.826,120
2026-05-20 15:20:00,2320.826,2321.287,2320.298,2320.619,291
2026-05-20 15:25:00,2320.619,2321.138,2320.187,2320.323,260
2026-05-20 15:30:00,2320.323,2321.242,2319.84,2320.808,310
2026-05-20 15:35:00,2320.808,2321.471,2320.287,2320.973,537
2026-05-20 15:40:00,2320.973,2321.464,2320.157,2320.592,874
2026-05-20 15:45:00,2320.592,2321.929,2320.122,2321.513,354
2026-05-20 15:50:00,2321.513,2321.957,2320.868,2321.361,363
2026-05-20 15:55:00,2321.361,2321.848,2320.562,2321.815,877
2026-05-20 16:00:00,2321.815,2322.842,2321.453,2322.423,284
2026-05-20 16:05:00,2322.423,2322.96,2320.873,2321.594,140
2026-05-20 16:10:00,2321.594,2322.08,2321.085,2321.264,274
2026-05-20 16:15:00,2321.264,2321.478,2320.651,2321.231,168
2026-05-20 16:20:00,2321.231,2321.348,2320.536,2321.233,524
2026-05-20 16:25:00,2321.233,2322.623,2320.674,2322.008,481
2026-05-20 16:30:00,2322.008,2323.019,2321.647,2322.855,224
2026-05-20 16:35:00,2322.855,2323.804,2322.306,2323.059,741
2026-05-20 16:40:00,2323.059,2323.249,2322.078,2322.641,613
2026-05-20 16:45:00,2322.641,2322.827,2322.086,2322.633,853
2026-05-20 16:50:00,2322.633,2323.023,2322.35,2322.944,710
2026-05-20 16:55:00,2322.944,2323.304,2322.426,2322.792,526
2026-05-20 17:00:00,2322.792,2323.285,2322.033,2322.272,602
2026-05-20 17:05:00,2322.272,2322.689,2321.391,2321.941,799
2026-05-20 17:10:00,2321.941,2322.389,2320.909,2321.241,135
2026-05-20 17:15:00,2321.241,2321.688,2320.42,2321.176,179
2026-05-20 17:20:00,2321.176,2321.397,2320.604,2320.677,252
2026-05-20 17:25:00,2320.677,2320.796,2319.67,2320.274,489
2026-05-20 17:30:00,2320.274,2320.703,2319.865,2320.279,185
2026-05-20 17:35:00,2320.279,2322.501,2319.635,2321.853,355
2026-05-20 17:40:00,2321.853,2322.053,2321.608,2321.795,269
2026-05-20 17:45:00,2321.795,2322.85,2321.558,2322.409,151
2026-05-20 17:50:00,2322.409,2323.088,2322.169,2322.592,480
2026-05-20 17:55:00,2322.592,2322.88,2322.188,2322.291,157
2026-05-20 18:00:00,2322.291,2323.059,2320.947,2321.567,234
2026-05-20 18:05:00,2321.567,2321.827,2321.243,2321.365,505
2026-05-20 18:10:00,2321.365,2321.735,2320.809,2321.535,379
2026-05-20 18:15:00,2321.535,2321.869,2321.304,2321.52,582
2026-05-20 18:20:00,2321.52,2322.055,2320.567,2321.619,874
2026-05-20 18:25:00,2321.619,2322.74,2321.251,2322.426,427
2026-05-20 18:30:00,2322.426,2322.953,2322.165,2322.517,734
2026-05-20 18:35:00,2322.517,2323.442,2322.074,2322.437,800
2026-05-20 18:40:00,2322.437,2322.893,2321.238,2322.052,221
2026-05-20 18:45:00,2322.052,2322.327,2321.47,2322.189,142
2026-05-20 18:50:00,2322.189,2323.315,2321.65,2322.658,677
2026-05-20 18:55:00,2322.658,2323.736,2322.158,2323.402,468
2026-05-20 19:00:00,2323.402,2324.333,2322.774,2323.051,835
2026-05-20 19:05:00,2323.051,2323.801,2322.859,2323.132,759
2026-05-20 19:10:00,2323.132,2323.405,2322.021,2322.773,217
2026-05-20 19:15:00,2322.773,2323.213,2321.867,2322.848,415
2026-05-20 19:20:00,2322.848,2323.476,2321.796,2322.386,584
2026-05-20 19:25:00,2322.386,2323.418,2322.116,2322.818,852
2026-05-20 19:30:00,2322.818,2323.82,2322.659,2323.49,352
2026-05-20 19:35:00,2323.49,2323.995,2322.996,2323.784,622
2026-05-20 19:40:00,2323.784,2324.252,2323.403,2324.033,885
2026-05-20 19:45:00,2324.033,2324.447,2323.366,2323.824,537
2026-05-20 19:50:00,2323.824,2324.131,2323.143,2323.627,358
2026-05-20 19:55:00,2323.627,2324.165,2323.098,2323.669,263
2026-05-20 20:00:00,2323.669,2324.297,2323.122,2323.595,464
2026-05-20 20:05:00,2323.595,2323.744,2322.808,2322.893,470
2026-05-20 20:10:00,2322.893,2323.212,2322.398,2322.489,270
2026-05-20 20:15:00,2322.489,2322.672,2322.249,2322.478,201
2026-05-20 20:20:00,2322.478,2323.077,2321.977,2322.62,733
2026-05-20 20:25:00,2322.62,2323.068,2321.785,2321.977,739
2026-05-20 20:30:00,2321.977,2322.694,2321.338,2322.19,305
2026-05-20 20:35:00,2322.19,2322.42,2321.113,2321.547,559
2026-05-20 20:40:00,2321.547,2322.186,2321.238,2321.369,309
2026-05-20 20:45:00,2321.369,2321.742,2320.443,2320.852,121
2026-05-20 20:50:00,2320.852,2321.265,2320.264,2320.76,776
2026-05-20 20:55:00,2320.76,2321.214,2320.414,2321.019,467
2026-05-20 21:00:00,2321.019,2321.806,2320.361,2321.442,453
2026-05-20 21:05:00,2321.442,2322.237,2321.36,2321.584,674
2026-05-20 21:10:00,2321.584,2322.887,2321.246,2322.222,443
2026-05-20 21:15:00,2322.222,2322.869,2321.915,2322.351,216
2026-05-20 21:20:00,2322.351,2322.995,2322.181,2322.503,565
2026-05-20 21:25:00,2322.503,2323.102,2321.991,2322.914,681
2026-05-20 21:30:00,2322.914,2323.24,2322.247,2322.44,283
2026-05-20 21:35:00,2322.44,2322.826,2322.088,2322.351,751
2026-05-20 21:40:00,2322.351,2323.37,2321.933,2322.923,445
2026-05-20 21:45:00,2322.923,2323.569,2322.415,2322.73,756
2026-05-20 21:50:00,2322.73,2323.252,2322.225,2323.031,440
2026-05-20 21:55:00,2323.031,2324.128,2322.48,2323.956,867
2026-05-20 22:00:00,2323.956,2324.319,2322.401,2323.076,558
2026-05-20 22:05:00,2323.076,2323.762,2322.077,2322.409,209
2026-05-20 22:10:00,2322.409,2322.928,2321.922,2322.555,773
2026-05-20 22:15:00,2322.555,2323.597,2322.427,2323.092,790
2026-05-20 22:20:00,2323.092,2323.548,2322.832,2323.346,646
2026-05-20 22:25:00,2323.346,2323.609,2323.306,2323.364,757
2026-05-20 22:30:00,2323.364,2324.268,2322.991,2323.684,847
2026-05-20 22:35:00,2323.684,2325.042,2322.853,2324.501,589
2026-05-20 22:40:00,2324.501,2324.653,2323.854,2324.03,253
2026-05-20 22:45:00,2324.03,2324.173,2323.223,2323.773,456
2026-05-20 22:50:00,2323.773,2325.319,2323.245,2324.587,681
2026-05-20 22:55:00,2324.587,2325.078,2324.32,2324.921,834
2026-05-20 23:00:00,2324.921,2325.319,2323.662,2324.236,605
2026-05-20 23:05:00,2324.236,2324.822,2323.224,2323.928,567
2026-05-20 23:10:00,2323.928,2324.756,2323.403,2324.416,764
2026-05-20 23:15:00,2324.416,2326.322,2324.329,2325.714,668
2026-05-20 23:20:00,2325.714,2326.341,2325.685,2325.771,452
2026-05-20 23:25:00,2325.771,2326.213,2324.667,2324.931,219
2026-05-20 23:30:00,2324.931,2325.287,2324.586,2325.047,140
2026-05-20 23:35:00,2325.047,2325.613,2324.075,2324.7,466
2026-05-20 23:40:00,2324.7,2324.901,2323.985,2324.147,858
2026-05-20 23:45:00,2324.147,2324.622,2323.863,2324.469,426
2026-05-20 23:50:00,2324.469,2324.687,2323.793,2324.55,794
2026-05-20 23:55:00,2324.55,2325.154,2323.821,2324.236,361
2026-05-21 00:00:00,2324.236,2325.064,2323.559,2324.305,430
2026-05-21 00:05:00,2324.305,2324.782,2324.0,2324.255,362
2026-05-21 00:10:00,2324.255,2325.326,2323.871,2324.803,403
2026-05-21 00:15:00,2324.803,2325.164,2324.179,2324.685,874
2026-05-21 00:20:00,2324.685,2325.935,2324.264,2325.44,579
2026-05-21 00:25:00,2325.44,2326.242,2325.385,2325.731,648
2026-05-21 00:30:00,2325.731,2326.04,2325.24,2325.821,169
2026-05-21 00:35:00,2325.821,2326.772,2325.643,2326.44,447
2026-05-21 00:40:00,2326.44,2326.737,2325.406,2325.457,472
2026-05-21 00:45:00,2325.457,2326.774,2325.034,2326.266,244
2026-05-21 00:50:00,2326.266,2326.842,2325.485,2325.819,283
2026-05-21 00:55:00,2325.819,2326.851,2325.59,2326.216,294
2026-05-21 01:00:00,2326.216,2326.815,2325.782,2325.91,118
2026-05-21 01:05:00,2325.91,2326.466,2324.925,2325.047,447
2026-05-21 01:10:00,2325.047,2325.6,2324.465,2324.861,898
2026-05-21 01:15:00,2324.861,2325.666,2324.298,2325.416,380
2026-05-21 01:20:00,2325.416,2326.311,2324.478,2324.906,353
2026-05-21 01:25:00,2324.906,2325.537,2324.299,2325.277,658
2026-05-21 01:30:00,2325.277,2325.417,2324.55,2325.209,237
2026-05-21 01:35:00,2325.209,2326.195,2324.761,2325.963,133
2026-05-21 01:40:00,2325.963,2326.318,2324.248,2325.031,643
2026-05-21 01:45:00,2325.031,2325.69,2324.517,2325.12,317
2026-05-21 01:50:00,2325.12,2326.711,2324.788,2326.047,387
2026-05-21 01:55:00,2326.047,2326.761,2324.02,2324.646,222
2026-05-21 02:00:00,2324.646,2325.093,2323.956,2324.619,835
2026-05-21 02:05:00,2324.619,2325.192,2324.01,2325.095,871
2026-05-21 02:10:00,2325.095,2325.272,2324.035,2324.158,113
2026-05-21 02:15:00,2324.158,2324.881,2323.802,2324.235,818
2026-05-21 02:20:00,2324.235,2324.676,2323.152,2323.847,574
2026-05-21 02:25:00,2323.847,2324.911,2323.573,2324.357,700
2026-05-21 02:30:00,2324.357,2325.414,2323.771,2325.039,153
2026-05-21 02:35:00,2325.039,2325.694,2324.564,2325.264,258
2026-05-21 02:40:00,2325.264,2325.969,2324.148,2324.704,706
2026-05-21 02:45:00,2324.704,2324.965,2323.851,2324.79,682
2026-05-21 02:50:00,2324.79,2325.113,2323.903,2324.446,459
2026-05-21 02:55:00,2324.446,2324.695,2323.748,2324.369,206
2026-05-21 03:00:00,2324.369,2324.761,2324.094,2324.181,870
2026-05-21 03:05:00,2324.181,2324.853,2323.918,2324.395,224
2026-05-21 03:10:00,2324.395,2324.969,2324.337,2324.566,517
2026-05-21 03:15:00,2324.566,2325.155,2324.264,2324.579,505
2026-05-21 03:20:00,2324.579,2325.233,2324.057,2324.489,189
2026-05-21 03:25:00,2324.489,2325.318,2324.176,2324.711,724
2026-05-21 03:30:00,2324.711,2324.977,2324.535,2324.598,460
2026-05-21 03:35:00,2324.598,2325.187,2323.023,2323.161,730
2026-05-21 03:40:00,2323.161,2323.461,2322.588,2323.034,654
2026-05-21 03:45:00,2323.034,2324.051,2322.443,2323.442,496
2026-05-21 03:50:00,2323.442,2323.823,2322.445,2323.131,502
2026-05-21 03:55:00,2323.131,2324.282,2322.815,2323.83,619
2026-05-21 04:00:00,2323.83,2324.292,2322.975,2323.274,538
2026-05-21 04:05:00,2323.274,2323.903,2322.77,2323.695,474
2026-05-21 04:10:00,2323.695,2324.018,2322.947,2323.389,885
2026-05-21 04:15:00,2323.389,2324.051,2322.861,2323.395,423
2026-05-21 04:20:00,2323.395,2324.0,2322.548,2323.348,742
2026-05-21 04:25:00,2323.348,2323.916,2322.989,2323.365,790
2026-05-21 04:30:00,2323.365,2323.71,2322.567,2323.264,228
2026-05-21 04:35:00,2323.264,2324.75,2322.954,2323.99,461
2026-05-21 04:40:00,2323.99,2324.284,2322.791,2323.383,482
2026-05-21 04:45:00,2323.383,2324.02,2323.098,2323.32,282
2026-05-21 04:50:00,2323.32,2324.021,2322.82,2323.151,666
2026-05-21 04:55:00,2323.151,2323.574,2322.878,2323.284,426
2026-05-21 05:00:00,2323.284,2323.716,2322.645,2322.93,170
2026-05-21 05:05:00,2322.93,2323.548,2322.381,2322.617,325
2026-05-21 05:10:00,2322.617,2322.73,2321.918,2322.287,792
2026-05-21 05:15:00,2322.287,2322.722,2321.593,2322.115,597
2026-05-21 05:20:00,2322.115,2322.658,2321.358,2321.982,162
2026-05-21 05:25:00,2321.982,2322.769,2321.523,2322.102,838
2026-05-21 05:30:00,2322.102,2322.292,2321.446,2321.929,517
2026-05-21 05:35:00,2321.929,2322.309,2321.798,2322.004,127
2026-05-21 05:40:00,2322.004,2322.009,2321.359,2321.86,537
2026-05-21 05:45:00,2321.86,2322.31,2321.273,2321.777,566
2026-05-21 05:50:00,2321.777,2322.33,2320.744,2320.823,862
2026-05-21 05:55:00,2320.823,2321.546,2320.671,2321.209,449
2026-05-21 06:00:00,2321.209,2322.226,2320.252,2320.803,183
2026-05-21 06:05:00,2320.803,2321.122,2319.103,2319.652,844
2026-05-21 06:10:00,2319.652,2321.09,2319.566,2320.717,882
2026-05-21 06:15:00,2320.717,2321.075,2320.296,2320.913,563
2026-05-21 06:20:00,2320.913,2321.132,2320.193,2320.573,829
2026-05-21 06:25:00,2320.573,2320.885,2320.008,2320.781,577
2026-05-21 06:30:00,2320.781,2321.386,2319.39,2319.799,225
2026-05-21 06:35:00,2319.799,2320.059,2319.732,2319.75,552
2026-05-21 06:40:00,2319.75,2319.776,2318.383,2318.947,763
2026-05-21 06:45:00,2318.947,2319.595,2318.283,2318.854,424
2026-05-21 06:50:00,2318.854,2318.938,2318.308,2318.584,468
2026-05-21 06:55:00,2318.584,2319.468,2318.417,2319.104,558
2026-05-21 07:00:00,2319.104,2319.811,2318.006,2318.29,344
2026-05-21 07:05:00,2318.29,2319.348,2317.79,2318.868,618
2026-05-21 07:10:00,2318.868,2319.755,2318.75,2319.259,303
2026-05-21 07:15:00,2319.259,2319.644,2318.841,2319.176,735
2026-05-21 07:20:00,2319.176,2319.603,2317.241,2317.787,800
2026-05-21 07:25:00,2317.787,2318.373,2315.827,2316.501,284
2026-05-21 07:30:00,2316.501,2317.025,2315.669,2316.041,374
2026-05-21 07:35:00,2316.041,2317.031,2315.751,2316.514,829
2026-05-21 07:40:00,2316.514,2316.98,2315.964,2316.482,546
2026-05-21 07:45:00,2316.482,2317.757,2316.215,2317.416,427
2026-05-21 07:50:00,2317.416,2317.67,2316.739,2317.404,759
2026-05-21 07:55:00,2317.404,2317.849,2316.931,2317.797,745
2026-05-21 08:00:00,2317.797,2317.952,2317.096,2317.283,474
2026-05-21 08:05:00,2317.283,2317.496,2316.239,2316.991,298
2026-05-21 08:10:00,2316.991,2317.088,2316.64,2316.85,507
2026-05-21 08:15:00,2316.85,2317.506,2316.294,2317.207,337
2026-05-21 08:20:00,2317.207,2317.509,2316.149,2316.577,643
2026-05-21 08:25:00,2316.577,2316.979,2315.873,2315.958,383
2026-05-21 08:30:00,2315.958,2316.181,2314.153,2314.99,697
2026-05-21 08:35:00,2314.99,2315.359,2314.367,2314.732,694
2026-05-21 08:40:00,2314.732,2315.107,2314.243,2314.784,643
2026-05-21 08:45:00,2314.784,2316.312,2314.421,2315.887,721
2026-05-21 08:50:00,2315.887,2316.27,2315.147,2315.536,634
2026-05-21 08:55:00,2315.536,2316.267,2315.418,2315.95,551
2026-05-21 09:00:00,2315.95,2316.697,2315.254,2316.158,183
2026-05-21 09:05:00,2316.158,2316.582,2315.122,2315.803,412
2026-05-21 09:10:00,2315.803,2316.268,2315.212,2315.689,687
